id,title,description,serves,prep_time,cook_time,age_group,ingredients,method,image_url,views,last_viewed,recipe_url,dietary_info
,Vegetable Mac ‘n Cheese,A creamy mac and cheese with hidden veggies.,4,15,30,10Months,"['60 g/2 oz dried macaroni', '20 g/1 oz frozen petits pois', '1 small courgette, grated', '10 g/1 oz unsalted butter', '2 teaspoons plain flour', '150 ml/1/4 pint whole milk, warmed, plus extra if needed', '1/2 teaspoon Dijon mustard', '30 g/1 oz Cheddar cheese, grated']","['Present the oven to 180C/350F/Gas Mark 4.\Cook the macron in a saucepan of boiling\water according to the packet instructions until\tender, adding the petit pos + corvette\n3 minutes before the end of the cooking time.\Drain, preserving the cooking water.', 'Meanwhile, make the cheese sauce. Melt the\butter in a small saucepan over a low heat,\add the flour + cook for 1 minute. Gradually\pour in the milk, stirring continuously until the\sauce has thickened. Remove from the heat\n+ stir in the mustard + three-quarters of the\cheese. Keep stirring until the cheese has melted.', 'Tip the cooked pasta + vegetables into the\sauce, adding 2 tablespoons of the reserved\cooking water if necessary, + stir until\combined. Spoon into a small ovenproof\ndash + sprinkled with the remaining cheese.\Bake in the oven for 15?20 minutes, or until\the cheese has melted.', 'Using the back of a fork, mash the pasta mixture\to a coarse pure, adding a little milk if necessary.\Alternatively, finely chop.']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,Crispy Courgette Chips,Lightly breaded and baked courgette chips.,4,10,30,10Months,"['20 g/1 oz ground almonds', '30 g/1 oz Parmesan cheese, finely grated', '1 egg', '2 courgettes, halved lengthways, then cut into long chips']","['Present the oven to 200C/400F/Gas Mark 6. Line a large baking sheet with baking parchment.', 'Mix together the ground almond + Partisan in a shallow bowl. Lightly beat the egg in a separate shallow bowl.', 'Dunk the corvette ?chips? into the egg followed by the ground almond mixture until coated. Place on the prepared baking sheet + roast for 30 minutes, turning once, or until golden + crisp.']",,,,,"Vegetarian, Soya free, Gluten free"
,Seafood Carbonara,A creamy pasta dish with a seafood twist.,4,10,15,12Months,"['280 g/10 oz dried spaghetti', '1 x courgette, diced', '2 x teaspoons olive oil', '1 x large garlic clove, finely chopped', '350 g/12 oz canned red salmon in water, drained, any skin + bones removed + flesh flaked', '100 ml/3 fl oz double cream', '50 ml/2 fl oz whole milk', 'Juice of 1/2 lemon', '1 x teaspoon finely grated lemon rind', '2-3 x tablespoons snipped chives', 'Freshly ground black pepper']","['Cook the pasta in a saucepan of boiling water\according to the packet instructions until\tender, adding the corvette 2 minutes before\the end of the cooking time. Drain, preserving\the cooking water. Return the pasta +\ncourgette to the pan.', 'Meanwhile, heat the oil in a saucepan over\na low heat + cook the garlic for 1 minute\until softened, stirring + taking care not to\let it brown. Stir in the salmon, then pour\nin the cream + milk + warm through\for 5 minutes, stirring frequently.', 'Stir in the lemon juice, lemon find + chimes. Season with a little pepper + warm through gently. Pour the sauce over the pasta, add tablespoons of the reserved cooking water+ warm through over a low heat, tossing until combined. Finley chop the pasta for babies before serving.']",,,,,"Soya free, Nut free"
,Risotto with Pesto,A rich and creamy risotto with homemade pesto.,4,15,35,forTheWholeFamily,"['Cherry tomatoes', 'Cream cheese', 'Poppy seeds or Nigella seeds']","['Present the oven to 180C/350F/Gaspar 4. Heat the oil + butter in a flame proof casserole over a medium heat. Add the onion + cabbage + cook for 5 minutes, stirring occasionally, until softened.', 'Add the organ, garlic + rice + cook for about 2 minutes, stirring. Pour in the tomatoes + stock + stir in the tomato pure +bring up to the boil. Stir well until combined, cover with a lid + place in the oven for 25 minutes, stirring halfway, or until the rice is cooked. Remove the risotto from the oven+ leave to stand for 5 minutes.', 'Meanwhile, make the broccoli pest. Put the cases in a large, dry frying pan + toast over a medium?low heat for 4 minutes, turning once, until golden. Tip into a food processor + blitz until finely chopped. Add the broccoli, male + garlic+ process again until you have a coarse paste (you may have to occasionally scrape the mixture down the sides of the processor so it is evenly mixed).', 'With the motor still running, gradually pour in the oil until blended. Finally, stir in the pecorino or Partisan. Serve the risotto topped with a good spoonful of the pest + rate over extra cheese, if you like.']",,,,,"Vegetarian, Soya free, Gluten free, Egg free"
,Breakfast Hash,"A hearty breakfast dish with potatoes, veggies, and eggs.",4,10,20,forTheWholeFamily,"['2 tablespoons olive oil', '1 small onion, chopped', '2 garlic cloves, crushed', '300 g/10 oz chicken breast, cut into bite-sized pieces', '2 cm/3/4 inch piece fresh ginger, grated', '1 teaspoon mild curry powder', '1 small sweet potato, diced', '250 g/9 oz carrots, sliced', '250 ml/9 fl oz coconut milk', '100 ml/3 fl oz vegetable stock', '1 small mango, cut into chunks', '125 g/4 oz green beans, trimmed', '2 tablespoons finely chopped flat-leaf parsley']","['Heat the oil in a large frying pan over a medium heat. Add the potatoes + onion + cook for 10 minutes, stirring often, until the onion has softened + the potatoes are light golden.', 'Add the sprouts or cabbage, garlic, halloumi, curry powder + cuin, if using, stir until combined, then cook for another 5 minutes, turning regularly, until everything is heated through.', 'If serving topped with a fried egg, put the hash in the oven (set to a low temperature) to keep warm, covering it with a plate to stop it drying out. Heat enough oil to cover the base of the frying pan + fry the eggs as you like them, then serve on top of the hash.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free"
,Vegetable Moussaka,A layered veggie bake with a rich tomato sauce.,4,15,40,10Months,"['400 g/14 oz butternut squash, peeled, deseeded + cut into small chunks', '4 unsmoked streaky bacon rashers, finely chopped', '125 g/4 oz self-raising white flour', '50 g/1 oz polenta', '1 teaspoon baking powder', '2 teaspoons finely chopped thyme', '1 egg', '75 ml/3 fl oz buttermilk', '3 tablespoons mild olive oil or sunflower oil']","['Present the oven to 190C/375/Gas Mark 5.\Steam the aubergine in a saucepan over a\medium heat for 8 minutes, or until tender.', 'Meanwhile, heat the oil in a saucepan\over a medium?low heat. Add the onion\n+ red pepper, cover with a lid + cook\for 10 minutes, stirring occasionally, until\softened. Add the garlic, cooked aubergine\n+ organ + cook for a further 2 minutes.', 'Add the chopped tomatoes, sun-dried\tomatoes + rentals, part-cover with the\nid + summer, stirring occasionally, for\n10 minutes until the sauce has reduced\n+ thickened.', 'Spoon the tomato sauce into a small\novenproof dish + scatter the mozzarella\over. Bake in the oven for 15?18 minutes\until the mozzarella has melted.', 'Using the back of a fork, mash the moussaka\to a coarse pure, adding a little boiled water\if necessary. Alternatively, finely chop.""']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Strawberry Clouds,Light and fluffy strawberry mousse.,4,15,10,12Months,['150g / 5 oz Brussels sprouts'],"['Mash or pure half the strawberries to make\na fruit sauce, then set aside. Using a hand\whisky, whisky the egg whites in a grease-free\bowl until they form soft peaks. Gradually\add the honey + vanilla, thinking until the\whites are stiff + glossy. Fold in the folks.', 'Present the grill to medium?high. Melt half\the oil in a large frying pan with a heatproof\handle + will to coat the base. Tip a large\serving spoonful of the froth egg mixture into\the pan + spread it out with a spatial into a\round. Repeat with a second serving spoonful\to cook two ?clouds? at once. Cook over a\medium?low heat for 2?3 minutes until the\base is set + light golden. Transfer the pan\to the grill + cook the top until just set.', 'Slide the ?clouds? onto a serving plate +\top with mashed or pure strawberries, the\cream or yogurt + the halved strawberries\n+ blueberries. Repeat, making clouds two\nat a time, until all the mixture is used up.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free"
,Savoury Muffins,"Delicious muffins with a cheesy, herby flavor.",16,15,15,12Months,"['55 g/2 oz unsalted butter, melted, plus extra for greasing', '140 g/5 oz plain flour', '1/2 teaspoon bicarbonate of soda', '1 teaspoon baking powder', '1 large egg, lightly beaten', '150 ml/1/4 pint natural yogurt', '30 g/1 oz feta cheese, grated', '1 small carrot, peeled + grated', '100 g/3 oz cooked beetroot (not in vinegar), patted dry + grated', '1 tablespoon finely chopped thyme leaves']","['Present the oven to 190C/375F/Gas Mark 5. Grease 16 holes of 1 or 2 mini-muffin wins.', 'Lift the flour, baking powder + mustard powder into a large bowl. Stir in the spinach, sweetcorn + the cheese until fully combined, then make a well in the centre.', 'Beat together the milk, egg + melted butter in a jug, then gradually pour into the dry ingredients + gently stir together with a wooden spoon until just combined.', 'Divide the mixture evenly among the prepared muffin holes, then bake the muffin in the oven for 12?15 minutes until risen + golden. Cool on a wire rack. Serve warm or cold.']",,,,,"Vegetarian, Soya free, Nut free"
,"Beans, Pork & Peppers",A flavorful one-pan dish with beans and pork.,26,15,35,7Months,"['1 tablespoon olive oil', '100 g/3 oz lean minced pork', '1 small onion, finely chopped', '1 small red pepper, cored, deseeded + diced', '1 garlic clove, crushed', '1 teaspoon dried thyme', '300 ml/½ pint passata (sieved tomatoes)', '2 teaspoons tomato purée', '2 cloves', '100 g/3 oz canned cannellini beans in water, drained + rinsed', '25 g/1 oz baby spinach leaves, stalks removed + leaves shredded']","['Heat the oil in a saucepan over a medium heat + cook the since for 5 minutes, breaking it up with the back of a fork, until crowned all over. Remove with a slotted spoon + set aside.', 'Reduce the heat slightly, add the onion to the pan + cook for 5 minutes until softened, then stir in the red pepper, garlic + theme + cook for a further 2 minutes, stirring frequently. Return the since to the pan.', 'Stir in the passage, tomato pure, loves, beans, spinach + 50 ml/2 fl oz water. Bring to the boil, then reduce the heat, part-cover with a lid + summer for 20 minutes, stirring occasionally, until the since is cooked through. Remove the loves.', 'Using the back of a fork, mash the since mixture until almost smooth, adding a little boiled water if necessary. Alternatively, pure in a food processor or using a hand blender.']",,,,,"Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Vegetable Fingers,Crispy veggie-based finger food for little ones.,10,20,30,12Months,"['325 g/11 oz potatoes, halved', '55 g/2 oz green cabbage, chopped', '90 g/3 oz frozen petits pois', '3 x spring onions, finely chopped', '1 x teaspoon English mustard powder', '4 x tablespoons cottage cheese', '1 x egg, lightly beaten', '85 g/3 oz fresh breadcrumbs', 'Sunflower oil, for frying']","['Cook the potatoes in a saucepan of boiling water for 12?15 minutes until tender. Drain + leave to dry + cool slightly, then peel off the skins + coarse rate into a large bowl.', 'Meanwhile, steam or boil the cabbage +petit pos over a medium heat for 3?4minutes until tender, then finely chop. Add to the potatoes with the spring onions, mustard+ cottage cheese. Mix until combined.', 'Place the beaten egg in a bowl + the breadcrumbs on a plate. Divide the potato mixture into 10 equal pieces + shape into croquettes. Dip each croquette into the beaten egg, then roll in the breadcrumbs until each one is coated all over.', 'Heat enough oil to generously cover the base of a large, joystick frying pan + cook the croquettes in 2 batches over a medium heat for 5?7 minutes, turning occasionally, until golden all over.']",,,,,"Vegetarian, Soya free, Nut free"
,Roast Red Pesto Chicken,Juicy roasted chicken with a red pesto glaze.,18,15,40,7Months,"['1 x small potato (about 115 g/4 oz), peeled + thinly sliced into rounds', '5 cm/2 inch piece of leek, white only, very thinly sliced', '1 x tomato, sliced into rounds', '½ teaspoon dried oregano', '1 x teaspoon olive oil', '1 x teaspoon red pesto', '1 x skinless chicken breast (about 125 g/4½ oz)', ""Baby’s usual milk (optional)""]","['Present the oven to 200C/400F/Gas Mark 6. Place a large sheet of aluminium foil in a baking dish + arrange the potato in themiddle in an even layer. Top with the week+ tomato, then sprinkled over the organ+ oil. Spoon the pest over the chicken, then place on top of the tomato.', 'Gather up the edges of the foil + seal to make a parcel. Bake for 35?40 minutes until the potato is tender + the chicken is cooked through. Carefully open the parcel, remove the chicken + chop into four.', 'Whig the remaining contents of the parcel with the chicken in a food processor, or using a h+ blender, until finely chopped, adding a little milk if necessary.', 'PERFECT EST...\homemade red pest is super-easy! Heat 1 tablespoon of extra virgin olive oil in a joystick frying pan, fry 2 chopped loves of garlic and 100 g/3 oz pine nuts for 2?3 minutes. Blitz 50 g/1 oz basil and 6 sun-dried tomatoes (drained and batted dry) in a food processor, then add the garlic mixture, 4 tablespoons of extra virgin olive oil, 50 g/1 oz Partisan cheese and 100 ml/3 fl oz water. Blitz again. (If you leave out the sun-dried tomato, the pest is green!) Heat through before serving.']",,,,,"Soya free, Gluten free, Egg free"
,Pea Puree,A smooth and vibrant green pea puree.,30,0,15,firstTastes,['150 g/5 oz frozen peas'],"['Steam or boil the peas in a saucepan over a medium heat for 10?12 minutes until completely tender.', 'Pure the peas with 3?4 tablespoons of boiled water in a food processor, or using a hand blender, until completely smooth.', 'Pass the pure through a sieve to remove any pieces of skin, if necessary.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,"Sweet Potatoes, Carrots, Cheese & Broccoli Puree",A nutritious veggie-packed puree.,10,10,15,6Months,"['1 x small sweet potato (about 150 g/5 oz), peeled + diced', '1 x small carrot (about 60 g/2 oz), peeled + thinly sliced', '½ small head broccoli (about 90 g/3 oz) cut into small florets', '10 g/⅓ oz Cheddar cheese, finely grated']","['Steam or boil the sweet potato in a saucepan over a medium heat for 5 minutes.', 'Add the carrot + cook for a further 5 minutes, then add the broccoli + continue to cook for a further 5 minutes until all the vegetables are tender.', 'Pure the vegetables with the cheese + 4 tablespoons of boiled water in a food processor, or using a hand blender, until smooth.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Pumpkin Puree,"A simple, naturally sweet pumpkin puree.",60,15,15,4-6Months,['1 x small/medium pumpkin'],"['Cut the pumpkin in half and scoop out the seeds.', 'Peel the pumpkin.', 'Cut the flesh into  inch cubes.', 'Steam or boil the pumpkin in a saucepan over a medium heat for 15 minutes, or until very tender.', 'Pure the pumpkin with 4-5 tablespoons of cooking water (to help retain some nutrients, remember to save water when draining pumpkin) in a food processor or using a hand blender until super smooth.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Carrot Toasties,Crispy toasted sandwiches with a carrot filling.,2,10,10,12Months,"['2 pieces of bread', '20g cream cheese', '35g mature cheddar cheese', '60g finely grated carrot', '3 broccoli florets', 'Strands of carrot for decorating']","['Lightly toast the 2 pieces of bread- cut the crust off to make neat rectangle.', 'Mix the granted carrot, cheese and cream cheese in a bowl.', 'Spread mixture on the toast and cut into 3 triangles.', 'Place little strands horizontally across the carrot.', 'Slice the broccoli florets in half (through the stem) and lightly steam.', 'Put the carrot coasts under a medium grill until the cheese starts to bubble (approximately 4 minutes).', 'Assemble carrots and broccoli together on a plate.']",,,,,"Vegetarian, Soya free, Nut free, Egg free"
,Devilled Eggs,"Classic devilled eggs with a creamy, tangy filling.",4,15,15,12Months,"['4 eggs', '1 yellow pepper', '1 tbsp mayonnaise', 'Black olives for the eyes']","['Cook eggs in boiling water for 8 minutes.', 'Whilst boiling the eggs- cut feet and a beak out of yellow pepper and little eyes out of the olives.', 'Slice the eggs 2 thirds of the way up, carefully take out the yolk.', 'Mix the folks with mayonnaise - roll the yolk into balls.', 'With a sharp knife- cut triangles out of the white to create a broken shell effect.', 'Assemble the chicks putting the egg mix in the egg white ?shell?.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free"
,Strawberry Santa Hats,Fun and festive strawberry treats.,1,10,0,12Months,"['Strawberries', 'Thick yoghurt of your choice', 'Desiccated coconut']","['Chop off the stalk end of the strawberry', 'Dip the chopped end of the strawberry into the yogurt', 'Then dip the yogurt-end of the strawberry into a bowl of dedicated coconut', 'Add a lodge of yogurt to the tip of the strawberry', 'Sprinkled dedicated coconut over the tip of the strawberry']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Pitta & Avocado Christmas Trees,A holiday-themed snack with avocado spread.,6,15,20,forTheWholeFamily,"['1 x pitta bread', '1 x avocado', '1 x cooked carrot', '1 cup x diced cooked peppers (red + yellow)']","['Toast the pitt bread + cut into triangles to make the base of the Christmas tree.', 'Mash the avocado before spreading on top of the pitt triangles.', 'Decorate the Christmas tree with died cooked red + yellow peppers for the battles.', 'Chop the cooked carrot into sticks to make the tree trunk!']",,,,,"Vegetarian, Soya free, Nut free, Dairy free, Egg free"
,Pumpkin Bake,A comforting baked dish made with pumpkin.,2,20,75,10Months,"['600 g/1 lb 5 oz pumpkin or butternut squash, peeled, deseeded and cut into 1 cm/½ inch cubes', '2 small red onions, thinly sliced', '2 teaspoons chopped thyme', '1 tablespoon olive oil', '125 g/4½ oz wholemeal bread, torn into chunky pieces', '4 eggs', '1 garlic clove, crushed', '1 tablespoon wholegrain mustard (optional)', '250 ml/8 fl oz whole milk', '125 g/4½ oz frozen peas', '125 g/4½ oz Cheddar cheese, grated']","['Present the oven to 200C/400F/Gas Mark 6.', 'Scatter the pumpkin or squash, onions\and theme in a roasting tin. Grizzly with\the oil and mix together well. Roast in the\novel for 40 minutes, turning the vegetables\occasionally until they begin to colour.', 'Remove the vegetables from the oven and\reduce the oven temperature to 170C/325F/\Gas Mark 3.', 'Scatter half the bread in the base of a\n1.2 litre/2 pint (or larger) shallow ovenproof\ndash or pie dish. Beat together the eggs,\garlic and mustard (if using) in a jug until\smooth, then beat in the milk.', 'Stir the frozen peas into the roasted\vegetables, then tip half the vegetable mixture\over the bread and sprinkled with half the\cheese. Repeat the layers with the remaining\bread, roasted vegetables and cheese. Pour\over the egg mixture and leave the bake to\stand for 15 minutes.', 'Cook the bake in the oven for 40 minutes until golden and the custard is lightly set. Serve hot with steamed vegetables.', 'Fork mash for little ones from 10 months']",,,,,"Vegetarian, Soya free, Nut free"
,Chicken Soup,A soothing and nourishing homemade chicken soup.,4,10,30,forTheWholeFamily,"['1 x tablespoon olive oil, plus extra for brushing', '1 x onion, finely chopped', '1 x carrot, peeled + diced', '2 x large garlic cloves, finely chopped', '1 x red pepper, deseeded + chopped', '400 g/14 oz passata', '500 ml/17 fl oz reduced-salt chicken stock', '210 g/7½ oz can kidney beans in water, drained', '1 x teaspoon fajita spice mix (optional)', '1 x teaspoon dried oregano', '250 g/9 oz skinless, boneless chicken breasts, cut into large bite-sized pieces', '115 g/4 oz no-sugar, no-salt canned sweetcorn, drained, or kernels stripped from 1 cob', '2 x soft corn tortillas']","['Heat the oil in a large saucepan over a medium?low heat. Add the onion, carrot, garlic + red pepper, cover with a lid +cook for 10 minutes, stirring occasionally, until softened.', 'Present the oven to 180C/350F/Gas Mark 4.Add the passage, stock, beans, faith spice mix, if using, + organ to the pan + bring the mixture up to the boil. Reduce the heat to low, part-cover with a lid + summer for 10 minutes.', 'Stir the chicken into the pan + cook for another 7 minutes, or until the chicken is cooked through, then add the sweetcorn + heat until the corn is warm + tender.', 'While the soup is cooking, make the gorilla chips. Brush both sides of each gorilla with olive oil, then cut into thin strips. Put the strips on a baking sheet + bake for 5?7 minutes, turning once, or until crisp. Transfer to a wire rack to cool. To serve, made the soup into bowls with the corn chips on the side.']",,,,,"Soya free, Nut free, Dairy free, Egg free"
,Cauliflower Pizette (Gluten-Free),Mini pizzas with a cauliflower crust.,4,20,30,forTheWholeFamily,"['Olive oil, for greasing + drizzling', '90 g/3 oz gluten-free porridge oats', '1 x cauliflower, cut into florets', '100 g/3 oz ground almonds', '1 x teaspoon dried oregano', '2 x eggs, lightly beaten', 'Your favourite toppings, such as slices of pepper + olive', '125 g/4 oz mozzarella cheese, drained, patted dry + torn into pieces', 'Freshly ground black pepper', 'Shavings of Parmesan cheese (optional), basil leaves + mixed salad, to serve', '200 g/7 oz passata', '1 x garlic clove, crushed', '½ small red pepper, deseeded + sliced', '1 x tablespoon tomato purée']","['Present the oven to 220C/425F/Gas Mark\n7. Line two large baking sheets with baking\parchment + grease liberally with oil.', 'Process the oats to a powder in a food\processor, then tip them into a bowl. Put\the cauliflower in the processor + blitz\until finely chopped to a crumbs. Tip the\ncauliflower into the bowl with the oats +\add the ground almond, half the organ\n+ the eggs. Season with pepper + stir\until combined ? it will be fairly wet +\ncrumbly but will hold together when baked.', 'Press the cauliflower mixture down into\the bowl in an even layer. Scoop out a\quarter of the mixture with your hands +\press it into a round with raised edges, about\n16 cm/6 in in diameter + 5 mm/ in thick\non the lined baking sheet. Repeat with the\remaining could mixture to make four pizza\bases in total. Bake for 20 minutes, swapping\the trans round halfway, until firm + golden.', 'While the bases are cooking, make the\tomato sauce. Blend everything together\with the remaining organ until smooth.\Spoon the sauce on top of the cooked pizza\bases.', 'Sprinkled over your choice of topping,\then the mozzarella cheese, then grizzly over\na little olive oil. Bake for 10 minutes until\the mozzarella melts.', 'Serve topped with\nParmesan savings, if using, + basil leaves\with a mixed salad on the side.']",,,,,"Vegetarian, Soya free, Gluten free"
,Banana & Coconut Pancakes,Light and fluffy pancakes with banana and coconut.,1,10,5,12Months,"['220g self-raising flour', '2 eggs', '180g semi-skimmed or whole milk', ""1 x Ella's Kitchen Bananas + Coconuts pouch"", 'For decoration: Greek yoghurt","['Steve the flour into a bowl.', 'Crack the eggs into the bowl.', 'Squeeze the pouch into the bowl.', 'Slowly add the milk whilst thinking until all of the jumps have gone.', 'Heat a lightly filed frying pan on a medium heat and made a small amount of mix into the pan. Flip over when you start to see holes appearing all over the surface.', 'Take one whole pancake and 2 quarters of another to make the ears.', 'Spread with Greek yogurt and sprinkled with coconut.', 'Use the strawberries to make the ears and nose and blueberries for the eyes.']",,,,,"Vegetarian, Soya free, Nut free"
,Banana Ghosts,A fun Halloween-themed banana treat.,2,10,0,12Months,"['1 Ripe banana', '1 Cup of desiccated coconut', 'Raisins']","['Peel + have the banana.', 'Roll the banana into dedicated coconut until coated.', 'Press the raising into the banana for eyes!', 'Chop into fingers for little ones to eat.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Ham & Cheese Muffins,Savory muffins packed with ham and cheese.,10,10,25,12Months,"['250g self-raising flour', '1 egg', '50ml olive oil', '70g Mature cheddar cheese - grated', '40g Wafer-thin ham', '95ml semi-skimmed or whole milk', ""1 x Ella's Kitchen Pumpkin, Broccoli + Sweetcorn pouch"", 'Sprinkle of chopped chives', 'For decoration: Cherry tomato, Spinach or basil leaves, chives, black olive pieces']","['Pre heat oven to 200?C (180 Fan)', 'Steve the flour into a bowl.', 'Crack the egg in', 'Squeeze the pouch + olive oil into the bowl', 'Slowly add the milk whilst thinking until all of the jumps have gone.', 'Stir in the chimes, granted cedar + ham.', 'Place mixture into lightly grease muffin cases', 'Bake in the pre heated oven for 23 minutes.', 'Once cool, use vegetables to decorate with the spinach + basil for ears!']",,,,,"Soya free, Nut free"
,Chicken Curry,A mild and flavorful homemade chicken curry.,4,10,30,forTheWholeFamily,"['2 tablespoons olive oil', '1 small onion, chopped', '2 garlic cloves, crushed', '300 g/10½ oz chicken breast, cut into bite-sized pieces', '2 cm/¾ inch piece fresh ginger, grated', '1 teaspoon mild curry powder', '1 small sweet potato, diced', '250 g/9 oz carrots, sliced', '250 ml/9 fl oz coconut milk', '100 ml/3½ fl oz vegetable stock', '1 small mango, cut into chunks', '125 g/4½ oz green beans, trimmed', '2 tablespoons finely chopped flat-leaf parsley']","['Heat the oil in a large saucepan + add the onion + garlic. Fry for 1 minute, stirring, then add the chicken pieces + cook for 3?4 minutes over a medium heat, stirring every now + then until the chicken pieces are golden brown all over.', 'Add the granted ginger + the curry powder + cook for a further 1 minute, stirring all the time. Add the sweet potato + carrots, then pour in the coconut milk + stock, + add the mango. Mix everything together well + bring the liquid to the boil. Cover, reduce the heat to low + summer, stirring occasionally, for 20 minutes until the sweet potato is soft.', 'Add the beans + cook for a further 3 minutes until the beans are just soft. Finally, stir in the partly. Serve immediately on a bed of rice or with a nan bread.']",,,,,"Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Butternut Squash & Bacon Muffins,Savory muffins with a smoky bacon twist.,12,20,30,12Months,"['400 g/14 oz butternut squash, peeled, deseeded + cut into small chunks', '4 unsmoked streaky bacon rashers, finely chopped', '125 g/4½ oz self-raising white flour', '50 g/1½ oz polenta', '1 teaspoon baking powder', '2 teaspoons finely chopped thyme', '1 egg', '75 ml/3 fl oz buttermilk', '3 tablespoons mild olive oil or sunflower oil']","['Present the oven to 220C/425F/Gas Mark 7. Line a mini muffin tin with 12 mini muffin cases', 'Cook the squash in a saucepan of boiling water for about 10 minutes until softened but not bushy. Drain well + return to the pan. Crush the squash until broken up but not pure. Leave to cool.', 'Heat a dry frying pan + fry the bacon for about 5 minutes until crisp. Transfer to a large bowl + add the flour, corneal, baking powder + theme.', 'Beat together the egg, buttermilk + oil in a separate small bowl. Add the egg mixture to the dry ingredients with the squash +mix together until only just combined.', 'Divide the mixture evenly among the cake cases + bake in the oven for 15 minutes until slightly risen + pale golden. Transfer the muffin to a wire rack to cool + serve warm or cold.']",,,,,"Soya free, Nut free"
,Fruit Muffins,"Soft muffins packed with sweet, juicy fruit.",10,15,15,10Months,"[""2 x Ella's Kitchen Strawberries, Rhubarb + Apples pouches"", '2 eggs', '100g melted butter (vegetable oil for DF)', '160g wholemeal flour', '1.5 teaspoon baking powder', 'Handful of blueberries, halved', 'For the topping:', '2.5 x strawberries', '15 x blueberries', 'Some thick Greek yoghurt or DF alternative']","['Mix the Strawberries, Rhubarb + Apples touches, eggs, + butter/oil together in a bowl with whisky until smooth', 'Add the flour + baking powder slowly, being careful not to form any jumps', 'Mix until the batter is smooth', 'Sprinkled blueberries into the mix', 'Divide into mini muffin cases', 'Bake at 180 degrees Census for 15 mins', 'Once cooled top with Greek yogurt', 'Cut a strawberry into quarters, lengthways for the bunny ears', 'Take your blueberries + cut in half for the eyes on nose', 'Serve + enjoy immediately!']",,,,,"Vegetarian, Soya free, Nut free"
,Brussels Sprouts Puree,A smooth and nutritious puree made from sprouts.,30,5,15,4-6Months,['150g / 5 oz Brussels sprouts'],"['Cut off the base of the sprouts and remove the outer leaves.', 'Cut the sprouts in halves or quarters and steam over a medium heat for about 10?12 minutes until very tender (steaming is best as boiled sprouts can taste bitter).', 'Pure the sprouts with 4?5 tablespoons of boiled water in a food processor, or using a hand blender, until smooth.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Dairy free, Egg free"
,Mini Savory Muffins,Bite-sized savory muffins with cheese and herbs.,20,15,20,10Months,"['55 g/2 oz unsalted butter, melted, plus extra for greasing', '140 g/5 oz plain flour', '½ teaspoon bicarbonate of soda', '1 teaspoon baking powder', '1 large egg, lightly beaten', '150 ml/½ pint natural yogurt', '30 g/1 oz feta cheese, grated', '1 small carrot, peeled + grated', '100 g/3 oz cooked beetroot (not in vinegar), patted dry + grated', '1 tablespoon finely chopped thyme leaves']","['Present the oven to 190C/375F/Gas Mark 5. Grease 20 holes of 1 or 2 mini-muffin wins.', 'Lift the flour, bicarbonate of soda + baking powder into a large bowl + stir until combined, then make a well in the centre.', 'Beat together the egg, yogurt + melted butter in a bowl, then gradually pour into the dry ingredients + add the meta, carrot, beetroot + theme. Using a wooden spoon, stir together gently but thoroughly until just combined.', 'Divide the mixture evenly among the prepared muffin holes, then bake in the oven for 15?20 minutes until risen. Leave to cool slightly, then cool completely on a wire rack.']",,,,,"Soya free, Gluten free"
,Cherry Tomato Santas,Cute holiday snacks made with cherry tomatoes.,20,10,0,12Months,"['Cherry tomatoes', 'Cream cheese', 'Poppy seeds or Nigella seeds']","['Remove the stalk and cut off of the top of the cherry tomato.', 'Remove the tomato seeds.', ""Fill the empty tomato with cream cheese, so there's a slight overflow to make the beard."", 'Pop 2 x seeds on the cream cheese for eyes.', 'Place the top of the cherry tomato on top of the cream cheese to make a hat.']",,,,,"Vegetarian, Soya free, Nut free, Gluten free, Egg free"
,Creamy Brussels Sprouts,"Tender sprouts in a creamy, cheesy sauce.",2,10,10,6Months,"['40g Brussels sprouts', '1 x carrots pouch', '15g cream cheese', '15ml water', 'Pinch of nutmeg']","['Steam Brussels sprouts until nice and soft.', 'Add into a bowl with all the other ingredients (its easier to blend using a stick blender due to the small amount).', 'Blend together until smooth.']",,,,,"Vegetarian, Egg free"
