id,title,description,serves,prep_time,cook_time,age_group,ingredients,method,url,image_url
143,Dippy Pea Guacamole,perfect for dipping veggie sticks in!,2,10,5,7Months,"['30 g/1 oz frozen petits pois', '½ small avocado, stoned', '1 teaspoon lime or lemon juice', '3 tablespoons baby’s usual milk', 'A few coriander leaves, finely chopped (optional)', '1 soft wholemeal tortilla cut into fingers, to serve', 'Steamed vegetable sticks, to serve']","['Steam or boil the petits pois in a small saucepan over a medium heat for 3–4 minutes until tender. Drain, if necessary, + tip into a bowl.', 'Scoop out the avocado flesh into the bowl + pour in the citrus juice + milk. Using the back of a fork, mash together until almost smooth. Alternatively, purée using a hand blender. To make the purée smoother, pass it through a sieve after blending.', 'Stir in the coriander (if using). Serve with the tortilla + vegetable sticks.']",https://www.ellaskitchen.co.uk/recipes/dippy-pea-guacamole,
144,"Strawberry, Rhubarb + Apple Muffins",These fruity muffins are a handy finger food for on the go!,10,10,15,10Months,"[""2 x Ella's Kitchen Strawberries, Rhubarb + Apples pouches"", '2 eggs', '100g melted butter (vegetable oil for DF)', '160g wholemeal flour', '1.5 teaspoon baking powder', 'Handful of blueberries']","['Mix the Strawberries, Rhubarb + Apples pouches, eggs, + butter/oil together in a bowl with whisk until smooth', 'Add the flour + baking powder slowly, being careful not to form any lumps', 'Mix until the batter is smooth', 'Sprinkle blueberries into the mix', 'Divide into mini muffin cases- (makes approx. 25)', 'Bake at 180 degrees celsius for 15 mins', 'Cool + serve!']",https://www.ellaskitchen.co.uk/recipes/strawberry-rhubarb-apple-muffins,
145,Yummy Frozen Dots,These frozen fruity yoghurt dots are perfect for keeping little gums busy + super easy to make!,8,5,120,10Months,"[""4 tablespoons fruit purée or Ella's Kitchen fruit pouches (try apples apples apples!)"", '4 tablespoons thick natural yoghurt']","['Mix together the fruit purée + yogurt in a bowl.', 'Line a small baking sheet with baking parchment + place the yogurt mixture into discs around 5cm large onto the paper.', 'Place in the freezer for 2–3 hours until firm, then transfer to a freezer-proof bag + keep in the freezer for up to 1 month.']",https://www.ellaskitchen.co.uk/recipes/yummy-frozen-dots,
146,Banana + Coconut Rice Pudding,A wonderfully warming rice pudding!,1,5,20,6Months,"[""1 x Ella's Kitchen Bananas + Coconuts pouch"", '50g soft fluffy white rice', 'Drop of vanilla essence']","['Cook the rice for approximately 15 minutes (or 4 minutes longer than the pack instructions) so it’s really soft + easily breaks down.', ""Blend the Ella's Kitchen Bananas + Coconuts pouch + vanilla essence in."", 'For a smoother texture- the mix can be blended down to suit your LO’s needs.']",https://www.ellaskitchen.co.uk/recipes/banana-coconut-rice-pudding,
147,Just-for-one mini lemon cheesecake,"these cheesecakes may be little in size, but they’re big on the flavour of tangy lemon + fragrant peaches.",10,15,25,12Months,"['40 g/1½ oz unsalted butter, plus extra for greasing', '80 g/3 oz pecan nuts', '50 g/1¾ oz porridge oats', '30 g/1 oz ground almonds', '1 tablespoon maple syrup or clear honey', '175 g/6 oz cream cheese', '100 g/3½ oz natural yogurt', 'Finely grated rind of 1 lemon + juice of ½ lemon', '2 tablespoons maple syrup or clear honey', '1 teaspoon vanilla extract', '1 large egg, lightly beaten', '1½ teaspoons cornflour', '4 ripe peaches, halved, stoned\n+ chopped']","['Preheat the oven to 180°C/350°F/Gas Mark 4.Grease + line 10 holes of a muffin tin with baking parchment by cutting 2 folded strips of baking parchment + pressing them into the first hole to form a cross shape. Repeat with the remaining holes.', 'To make the cheesecake base, whiz the pecans + oats in a mini food processor, then tip them into a bowl + stir in the ground almonds. Melt the butter in a small saucepan with the maple syrup or honey,then stir it into the pecan mixture. Dividethe mixture evenly among the prepared muffin tin holes + press it down to make a firm base. Bake for 5 minutes, then remove from the oven.', 'To make the filling, beat together all the ingredients, apart from the peaches, until smooth + creamy. Spoon the mixture over the nutty base + level the tops, then return to the oven for a further 15–20 minutes until firm + just set – the filling should still have a slight wobble. Leave to cool in the tin, then chill for 20 minutes.', 'When ready to serve, remove the cheesecakes from the muffin tin + peel off the paper strips. Spoon the peaches on top before serving.']",https://www.ellaskitchen.co.uk/recipes/mini-lemon-cheesecake,
148,Clever Veggie Tomato Sauce,this sauce is clever for two reasons:,4,15,12,6Months,"['1 carrot, diced', '200 g/7 oz butternut squash, diced', '50 g/1¾ oz frozen peas, defrosted', '415 g/14¾ oz can reduced-sugar\n+ salt baked beans', '400 g/14 oz can chopped tomatoes', '200 g/7 oz tomatoes, chopped']","['In a saucepan of boiling water, boil the carrot, squash + peas for 7–8 minutes until tender, then drain + return to the pan. Keeping the pan off the heat, add the baked beans+ purée the mixture with a hand blender until smooth.', 'Return the pan to the heat. Add both the canned + fresh tomatoes + bring everything to the boil. Reduce the heat+ simmer for 4–5 minutes until the fresh tomatoes are soft + pulpy. Remove the pan from the heat + purée again until you have a beautifully smooth sauce.']",https://www.ellaskitchen.co.uk/recipes/veggie-tomato-sauce,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvQ2xldmVyLVZlZ2dpZS1Ub21hdG8tU2F1Y2UucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjoxMDAwLCJmaXQiOiJjb3ZlciJ9LCJ3aXRoTWV0YWRhdGEiOnRydWUsInRvRm9ybWF0Ijoid2VicCIsIndlYnAiOnsicXVhbGl0eSI6ODB9fX0=
149,Sweetcorn Space Saucers Fritters,these baked pancakes look like flying saucers from another planet.,6,20,20,12Months,"['50 g/1¾ oz frozen sweetcorn', '50 g/1¾ oz plain\nwholemeal flour', '25 g/1 oz cornmeal', '2 tablespoons chopped coriander, plus extra to serve', '½ teaspoon Cajun spice\n(optional)', '2 spring onions, finely chopped', '1 egg, separated', '75 ml/3 fl oz whole milk']","['Preheat the oven to 190°C/375°F/Gas Mark 5.\nLine a baking sheet with baking parchment.', 'Cook the sweetcorn in a saucepan of boiling\nwater for 3 minutes. Drain well.', 'Place the flour, cornmeal, coriander +\nCajun spice (if using) in a large bowl. Add the\nsweetcorn, spring onions, egg yolk + milk\n+ mix to a thick paste.', 'Whisk the egg white in a thoroughly clean,\ngrease-free bowl until it forms peaks, then\ngently stir it into the sweetcorn mixture.\nPlace 6 spoonfuls of the mixture on the\nprepared baking sheet, spaced well apart.', 'Bake the pancakes in the oven for 8 minutes.\nUsing a fish slice, carefully turn the pancakes\nover + return to the oven for a further\n4–5 minutes until cooked through. Serve\nwarm, sprinkled with extra coriander.']",https://www.ellaskitchen.co.uk/recipes/sweetcorn-space-saucers-fritters,
150,Squishy Salmon Fishcakes,Break out your artistic side + create lots of squishy fishy goodness!,4,20,25,12Months,"['400 g/14 oz potatoes, cut into large dice', '1 carrot, cut into small dice', '200 g/7 oz salmon fillets, skin removed', '3 tablespoons sunflower oil', '1 small leek, thinly sliced', '25 g/1 oz green beans, finely chopped', '2 tablespoons finely chopped flat-leaf parsley']","['Cook the potato + carrot in boiling water for 15 minutes until tender. Drain + mash them together, then set aside to cool.', 'Meanwhile, poach the salmon in simmering water for 5 minutes until cooked through, then lift out + allow to cool. Break the fish into flakes, taking care to ensure that there are no bones.', 'Heat 1 tablespoon of the oil in a large frying pan + fry the leek + beans for 5 minutes until tender. Stir them into the carrot + potato mash, then add the cooked salmon + the parsley to the mixture + stir again.', 'Using your hands, mould the mixture into 2 large fishcakes + 2 smaller fishcakes. (Fishy shapes look great.)', 'Heat the remaining oil in a frying pan +cook the fishcakes for 5 minutes, turning once, until golden on both sides + heated through. Serve immediately with some peas.']",https://www.ellaskitchen.co.uk/recipes/squishy-salmon-fishcakes,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvU3F1aXNoeS1TYWxtb24tRmlzaGNha2VzLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
151,Cheesy Feet Pizzas,these party-size mini pizzas will go down a treat!,24,10,20,10Months,"['400 g/14 oz can chopped tomatoes', '½ teaspoon dried oregano', '2 tablespoons tomato puree', '12 slices of wholemeal or malted grain bread', '40 g/1½ oz unsalted butter, melted', '75 g/2½ oz mozzarella cheese, grated', 'Chopped parsley, to serve']","['Preheat the oven to 200°C/400°F/Gas Mark 6.', 'Tip the tomatoes into a saucepan + stir in the oregano. (Use a large saucepan as the tomatoes might splutter as they cook.) Bring the tomato mixture to the boil + cook it for 8–10 minutes until it is very thick + pulpy. Remove from the heat + stir in the tomato puree', 'Using a foot-shaped cookie cutter measuring about 8 cm/3¼ inches in length, cut out about 24 shapes from the bread slices. Brush the feet very lightly with the melted butter + place them on a large baking sheet.', 'Place a little of the tomato sauce in the centre of each shape, then top each with a little grated mozzarella. Bake the pizzas in the oven for 10 minutes until the bread is turning golden around the edges. Transfer the pizzas to a board or plate + serve sprinkled with chopped parsley.']",https://www.ellaskitchen.co.uk/recipes/cheesy-feet-pizzas,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvQ2hlZXN5LUZlZXQtUGl6emFzLVdlYW5pbmctUmVjaXBlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
152,Cosy Cottage Pie,homely + hearty – even if you don’t live in a cottage,6,20,60,10Months,"['600 g/1 lb 5 oz potatoes, diced', '60 ml/2 fl oz whole milk', '200 g/7 oz sweet potato, diced', '1 carrot, diced', '1 onion, chopped', '500 g/1 lb 2 oz lean minced beef', '½ teaspoon ground cinnamon', '250 ml/9 fl oz vegetable stock', '2 tomatoes, chopped', '100 g/3½ oz frozen peas, defrosted']","['Preheat the oven to 200°C/400°F/Gas Mark 6.', 'Cook the potatoes in boiling water for 10–15 minutes or until tender. Drain them+ return them to the saucepan. Pour in the milk, then mash the potatoes well.', 'While the potatoes are cooking, in another saucepan cook the sweet potato + carrot in boiling water for 10 minutes. Drain them + coarsely mash.', 'Fry the onion, minced beef + cinnamon in a large saucepan for 5 minutes until the mince is completely brown. Add the stock, the mashed sweet potato + carrot mixture+ the tomatoes to the mince + cook for 5 minutes. Add the peas, give it a stir +transfer it all to an ovenproof serving dish. Top with the mashed potato + bake in the oven for 30 minutes until golden.']",https://www.ellaskitchen.co.uk/recipes/cosy-cottage-pie,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvQ29zeS1Db3R0YWdlLVBpZS1XZWFuaW5nLVJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
153,Fluttery Berry Butterflies,A fruity fun activity perfect for brightening up a rainy day!,1,5,0,12Months,"['2 x hulled strawberries (green tops reserved)', '1 x blackberry']","['Position the blackberry on the plate to form the butterfly’s body. Slice one strawberry around its circumference to create six round slices.', 'Take the two biggest rounds of strawberry + position them either side of the bottom of the blackberry to form the bottoms of the butterfly’s wings.', 'Take two smaller rounds + pop them on top of the larger ones as ‘spots’.', 'Halve the remaining strawberry along its length + position the halves, cut-side up, pointed end inwards, either side of the blackberry to form the upper parts of the wings.', 'Place the remaining small slices of strawberry on top of these to give the upper wings spots, too.', 'Pull two little leaves from the reserved green tops + position them at the top of the blackberry for antennae.']",https://www.ellaskitchen.co.uk/recipes/fluttery-berry-butterflies,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvZmx1dHRlcnktYmVycnktYnV0dGVyZmxpZXMtYmFieS1yZWNpcGUucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjoxMDAwLCJmaXQiOiJjb3ZlciJ9LCJ3aXRoTWV0YWRhdGEiOnRydWUsInRvRm9ybWF0Ijoid2VicCIsIndlYnAiOnsicXVhbGl0eSI6ODB9fX0=
154,Marvellous Minty Pea + Avocado Dip,An avolicious minty dip using Ella's Kitchen Peas Peas Peas!,2,15,5,7Months,"['1 x ripe, medium sized avocado', ""2 x Ella's Kitchen Peas pouches  (or mashed/pureed peas)"", 'Handful of fresh mint']","['Scoop out the avocado flesh into a bowl + mash with a fork until smooth.', 'Add the pea pouches + mint - mix through + serve', 'Serve with pitta fingers, toast fingers or cooked veggie sticks']",https://www.ellaskitchen.co.uk/recipes/minty-pea-avocado-dip,
155,Mega Meatballs with Mango Sauce,meatballs with a zingy mango sauce.,3,20,35,10Months,"['75 g/2½ oz lean minced beef', '1 x teaspoon mild curry powder', '1 x tablespoon finely chopped coriander (optional)', '20 g/¾ oz fresh breadcrumbs', '1 x small egg, lightly beaten', 'Olive oil, for frying', 'Green vegetables + naan bread, cut into fingers, to serve', 'For the mango sauce', '1 x small garlic clove, chopped', '5 mm/¼ inch piece of root ginger, peeled + very finely chopped', '2 x teaspoons olive oil', '300 g/10½ oz canned chopped tomatoes', '80 g/2¾ oz peeled + stoned mango, cut into small pieces']","['Place the mince, curry powder, coriander (if using) + breadcrumbs in a bowl + stir until combined. Add enough of the beaten egg to bind everything together (you won’t need it all). Divide the mixture into 6 walnut sized pieces + shape into meatballs. Transfer to a plate, cover with clingfilm + chill for 20 minutes to firm up slightly.', 'Meanwhile, make the sauce. Heat the garlic + ginger in the oil in a saucepan over a medium–low heat for 1 minute. Add the tomatoes, part-cover with a lid + simmer for 10 minutes until reduced + thickened. Stir in the mango + heat through. Purée the sauce in a food processor, or using a hand blender, until smooth. Set aside.', 'Heat enough oil to coat the base of a large, nonstick frying pan + cook the meatballs in 2 batches each for 10 minutes, turning occasionally, until browned all over + cooked through.', 'Warm the mango sauce if necessary, then serve with the meatballs. Using the back of a fork, mash the meatballs + sauce to a coarse purée, adding a little boiled water if necessary. Alternatively, finely chop. Serve with vegetables + fingers of naan bread.']",https://www.ellaskitchen.co.uk/recipes/meatballs-mango-sauce,
156,Veggie Feast Mac n Cheese,it ain't easy being Mac n Cheesy! packed full of veggie goodness with a hint of mustard for an extra zing!,4,15,30,10Months,"['60 g/2¼ oz dried macaroni', '20 g/¾ oz frozen petits pois', '1 small courgette, grated', '10 g/½ oz unsalted butter', '2 teaspoons plain flour', '150 ml/¼ pint whole milk, warmed, plus extra if needed', '½ teaspoon Dijon mustard', '30 g/1 oz Cheddar cheese,\ngrated']","['Preheat the oven to 180°C/350°F/Gas Mark 4.\nCook the macaroni in a saucepan of boiling\nwater according to the packet instructions until\ntender, adding the petits pois + courgette\n3 minutes before the end of the cooking time.\nDrain, reserving the cooking water.', 'Meanwhile, make the cheese sauce. Melt the\nbutter in a small saucepan over a low heat,\nadd the flour + cook for 1 minute. Gradually\npour in the milk, stirring continuously until the\nsauce has thickened. Remove from the heat\n+ stir in the mustard + three-quarters of the\ncheese. Keep stirring until the cheese has melted.', 'Tip the cooked pasta + vegetables into the\nsauce, adding 2 tablespoons of the reserved\ncooking water if necessary, + stir until\ncombined. Spoon into a small ovenproof\ndish + sprinkle with the remaining cheese.\nBake in the oven for 15–20 minutes, or until\nthe cheese has melted.', 'Using the back of a fork, mash the pasta mixture\nto a coarse purée, adding a little milk if necessary.\nAlternatively, finely chop.']",https://www.ellaskitchen.co.uk/recipes/veggie-feast-mac-n-cheese,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvVmVnZ2llLUZlYXN0LU1hYy1uLUNoZWVzZS1XZWFuaW5nLVJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
157,Crispy Courgette Chips,a tasty veggie take on chips,4,10,30,10Months,"['20 g/¾ oz ground almonds', '30 g/1 oz Parmesan cheese, finely grated', '1 egg', '2 courgettes, halved lengthways, then cut into long chips']","['Preheat the oven to 200°C/400°F/Gas Mark 6. Line a large baking sheet with baking parchment.', 'Mix together the ground almonds + Parmesan in a shallow bowl. Lightly beat the egg in a separate shallow bowl.', 'Dunk the courgette ‘chips’ into the egg followed by the ground almond mixture until coated. Place on the prepared baking sheet + roast for 30 minutes, turning once, or until golden + crisp.']",https://www.ellaskitchen.co.uk/recipes/crispy-courgette-chips,
158,Seaside Carbonara,A fishy twist on a carbonara,4,10,15,12Months,"['280 g/10 oz dried spaghetti', '1 x courgette, diced', '2 x teaspoons olive oil', '1 x large garlic clove,\nfinely chopped', '350 g/12 oz canned red salmon in water, drained, any skin + bones removed + flesh flaked', '100 ml/3½ fl oz double cream', '50 ml/2 fl oz whole milk', 'Juice of ½ lemon', '1 x teaspoon finely grated lemon rind', '2–3 x tablespoons snipped chives', 'Freshly ground black pepper']","['Cook the pasta in a saucepan of boiling water\naccording to the packet instructions until\ntender, adding the courgette 2 minutes before\nthe end of the cooking time. Drain, reserving\nthe cooking water. Return the pasta +\ncourgette to the pan.', 'Meanwhile, heat the oil in a saucepan over\na low heat + cook the garlic for 1 minute\nuntil softened, stirring + taking care not to\nlet it brown. Stir in the salmon, then pour\nin the cream + milk + warm through\nfor 5 minutes, stirring frequently.', 'Stir in the lemon juice, lemon rind + chives. Season with a little pepper + warm through gently. Pour the sauce over the pasta, add tablespoons of the reserved cooking water+ warm through over a low heat, tossing until combined. Finely chop the pasta for babies before serving.']",https://www.ellaskitchen.co.uk/recipes/seaside-carbonara,
159,Pop-it-in-the-oven Risotto with Pesto,there are so many reasons to love this brightly coloured risotto.,4,15,35,forTheWholeFamily,"['1 tablespoon olive oil', '15 g/½ oz unsalted butter', '1 large onion, finely chopped', '85 g/3 oz white cabbage, finely chopped', '1 teaspoon dried oregano', '2 large garlic cloves, finely chopped', '280 g/10 oz risotto rice', '400 g/14 oz can chopped tomatoes', '700 ml/1¼ pints reduced-salt vegetable stock', '1 tablespoon tomato purée', 'For the broccoli pesto:', '40 g/1½ oz cashew nuts', '4 broccoli florets (about 70 g/2½ oz)', '15 g/½ oz kale, tough stalks removed', '125 ml/4 fl oz olive oil', '1 garlic clove, peeled', '40 g/1½ oz Pecorino or Parmesan cheese, finely grated, plus extra to serve (optional)']","['Preheat the oven to 180°C/350°F/GasMark 4. Heat the oil + butter in a flame proof casserole over a medium heat. Add the onion + cabbage + cook for 5 minutes, stirring occasionally, until softened.', 'Add the oregano, garlic + rice + cook for about 2 minutes, stirring. Pour in the tomatoes + stock + stir in the tomato purée +bring up to the boil. Stir well until combined, cover with a lid + place in the oven for 25 minutes, stirring halfway, or until the rice is cooked. Remove the risotto from the oven+ leave to stand for 5 minutes.', 'Meanwhile, make the broccoli pesto. Put the cashews in a large, dry frying pan + toast over a medium–low heat for 4 minutes, turning once, until golden. Tip into a food processor + blitz until finely chopped. Add the broccoli, kale + garlic+ process again until you have a coarse paste (you may have to occasionally scrape the mixture down the sides of the processor so it is evenly mixed).', 'With the motor still running, gradually pour in the oil until blended. Finally, stir in the pecorino or Parmesan. Serve the risotto topped with a good spoonful of the pesto + grate over extra cheese, if you like.']",https://www.ellaskitchen.co.uk/recipes/pop-it-in-the-oven-risotto-with-pesto,
160,Spiced Brekkie Hash-Up,a hash is a brilliant way to use up leftover potatoes + veggies.,4,10,20,forTheWholeFamily,"['3 x tablespoons sunflower oil, plus extra for cooking eggs', '500 g/1 lb 2 oz cooked potatoes, cubed', '1 x onion, sliced', '250 g/9 oz cooked sprouts, halved or quartered, or white cabbage, finely shredded', '2 x garlic cloves, chopped', '140 g/5 oz halloumi cheese, cubed', '1 x heaped teaspoon mild curry powder', '1 x teaspoon cumin seeds (optional)', '4 x eggs (optional)']","['Heat the oil in a large frying pan over a medium heat. Add the potatoes + onion + cook for 10 minutes, stirring often, until the onion has softened + the potatoes are light golden.', 'Add the sprouts or cabbage, garlic, halloumi, curry powder + cumin, if using, stir until combined, then cook for another 5 minutes, turning regularly, until everything is heated through.', 'If serving topped with a fried egg, put the hash in the oven (set to a low temperature) to keep warm, covering it with a plate to stop it drying out. Heat enough oil to cover the base of the frying pan + fry the eggs as you like them, then serve on top of the hash.']",https://www.ellaskitchen.co.uk/recipes/spiced-brekkie-hash-up,
161,Stacked  + Packed Veggie Moussaka,a classic Greek recipe,4,15,40,10Months,"['1 small aubergine, peeled + cut into bite-sized chunks', '1 tablespoon olive oil', '1 small onion, finely chopped', '½ red pepper, cored, deseeded + diced', '2 garlic cloves, chopped', '2 teaspoons dried oregano', '400 g/14 oz can chopped tomatoes', '2 sun-dried tomatoes in oil, drained + very finely chopped', '100 g/3½ oz canned green lentils in water, drained', '55 g/2 oz mozzarella cheese, torn into small pieces']","['Preheat the oven to 190°C/375°/Gas Mark 5.\nSteam the aubergine in a saucepan over a\nmedium heat for 8 minutes, or until tender.', 'Meanwhile, heat the oil in a saucepan\nover a medium–low heat. Add the onion\n+ red pepper, cover with a lid + cook\nfor 10 minutes, stirring occasionally, until\nsoftened. Add the garlic, cooked aubergine\n+ oregano + cook for a further 2 minutes.', 'Add the chopped tomatoes, sun-dried\ntomatoes + lentils, part-cover with the\nlid + simmer, stirring occasionally, for\n10 minutes until the sauce has reduced\n+ thickened.', 'Spoon the tomato sauce into a small\novenproof dish + scatter the mozzarella\nover. Bake in the oven for 15–18 minutes\nuntil the mozzarella has melted.', 'Using the back of a fork, mash the moussaka\nto a coarse purée, adding a little boiled water\nif necessary. Alternatively, finely chop.""']",https://www.ellaskitchen.co.uk/recipes/stacked-packed-veggie-mousaka,
162,Strawberry Clouds,oh-so floaty!,4,15,10,12Months,"['300 g/10 oz strawberries, hulled + halved', '3 x eggs, separated and set aside individually', '2 x teaspoons clear honey', '1 x teaspoon vanilla extract', '2 x teaspoons coconut or sunflower oil', 'Thick cream or natural yogurt', '2 x handfuls of blueberries, halved, to serve']","['Mash or purée half the strawberries to make\na fruit sauce, then set aside. Using a hand\nwhisk, whisk the egg whites in a grease-free\nbowl until they form soft peaks. Gradually\nadd the honey + vanilla, whisking until the\nwhites are stiff + glossy. Fold in the yolks.', 'Preheat the grill to medium–high. Melt half\nthe oil in a large frying pan with a heatproof\nhandle + swirl to coat the base. Tip a large\nserving spoonful of the frothy egg mixture into\nthe pan + spread it out with a spatula into a\nround. Repeat with a second serving spoonful\nto cook two ‘clouds’ at once. Cook over a\nmedium–low heat for 2–3 minutes until the\nbase is set + light golden. Transfer the pan\nto the grill + cook the top until just set.', 'Slide the ‘clouds’ onto a serving plate +\ntop with mashed or puréed strawberries, the\ncream or yogurt + the halved strawberries\n+ blueberries. Repeat, making clouds two\nat a time, until all the mixture is used up.']",https://www.ellaskitchen.co.uk/recipes/strawberry-clouds-omelette,
163,Big + Strong Muffins,"crammed with spinach, cheese + a little bit of mustard.",16,15,15,12Months,"['50 g/1¾ oz unsalted butter, melted, plus extra for greasing', '150 g/5½ oz self-raising flour', '1 teaspoon baking powder', '1 teaspoon English mustard powder', '50 g/1¾ oz baby spinach leaves, stalks removed + leaves very finely chopped', '100 g/3½ oz no-salt, no-sugar canned sweetcorn, drained', '30 g/1 oz mature Cheddar cheese, finely grated', '125 ml/4 fl oz whole milk', '1 egg, lightly beaten']","['Preheat the oven to 190°C/375°F/Gas Mark 5. Grease 16 holes of 1 or 2 mini-muffin tins.', 'Sift the flour, baking powder + mustard powder into a large bowl. Stir in the spinach, sweetcorn + the cheese until fully combined, then make a well in the centre.', 'Beat together the milk, egg + melted butter in a jug, then gradually pour into the dry ingredients + gently stir together with a wooden spoon until just combined.', 'Divide the mixture evenly among the prepared muffin holes, then bake the muffins in the oven for 12–15 minutes until risen + golden. Cool on a wire rack. Serve warm or cold.']",https://www.ellaskitchen.co.uk/recipes/big-strong-muffins,
164,Full of Beans Pork + Peppers,a scrummy meal perfect for introducing a texture adventure,26,15,35,7Months,"['1 tablespoon olive oil', '100 g/3½ oz lean minced pork', '1 small onion, finely chopped', '½ small red pepper, cored, deseeded + diced', '1 garlic clove, crushed', '1 teaspoon dried thyme', '300 ml/½ pint passata (sieved tomatoes)', '2 teaspoons tomato purée', '2 cloves', '100 g/3½ oz canned cannellini beans in water, drained + rinsed', '25 g/1 oz baby spinach leaves, stalks removed + leaves shredded']","['Heat the oil in a saucepan over a medium heat + cook the mince for 5 minutes, breaking it up with the back of a fork, until browned all over. Remove with a slotted spoon + set aside.', 'Reduce the heat slightly, add the onion to the pan + cook for 5 minutes until softened, then stir in the red pepper, garlic + thyme + cook for a further 2 minutes, stirring frequently. Return the mince to the pan.', 'Stir in the passata, tomato purée, cloves, beans, spinach + 50 ml/2 fl oz water. Bring to the boil, then reduce the heat, part-cover with a lid + simmer for 20 minutes, stirring occasionally, until the mince is cooked through. Remove the cloves.', 'Using the back of a fork, mash the mince mixture until almost smooth, adding a little boiled water if necessary. Alternatively, purée in a food processor or using a hand blender.']",https://www.ellaskitchen.co.uk/recipes/beans-pork-peppers,
165,Crispy Veggie Fingers,Squidging the croquette mixture into shape is fantastic fun made for little hands!,10,20,30,12Months,"['325 g/11½ oz potatoes, halved', '55 g/2 oz green cabbage, chopped', '90 g/3¼ oz frozen petits pois', '3 x spring onions, finely chopped', '1 x teaspoon English mustard powder', '4 x tablespoons cottage cheese', '1 x egg, lightly beaten', '85 g/3 oz fresh breadcrumbs', 'Sunflower oil, for frying']","['Cook the potatoes in a saucepan of boiling water for 12–15 minutes until tender. Drain + leave to dry + cool slightly, then peel off the skins + coarsely grate into a large bowl.', 'Meanwhile, steam or boil the cabbage +petits pois over a medium heat for 3–4minutes until tender, then finely chop. Add to the potatoes with the spring onions, mustard+ cottage cheese. Mix until combined.', 'Place the beaten egg in a bowl + the breadcrumbs on a plate. Divide the potato mixture into 10 equal pieces + shape into croquettes. Dip each croquette into the beaten egg, then roll in the breadcrumbs until each one is coated all over.', 'Heat enough oil to generously cover the base of a large, nonstick frying pan + cook the croquettes in 2 batches over a medium heat for 5–7 minutes, turning occasionally, until golden all over.']",https://www.ellaskitchen.co.uk/recipes/crispy-veggie-fingers,
